show_id,type,title,director,country,date_added,release_year,rating,duration,listed_in,description,user_rating_score,number_of_reviews
s39,Stand-Up,Mindhunter,Noah Baumbach,United States,9-Sep-19,2017,TV-PG,,Children & Family Movies,Description of show.,8.6,573
s23,tv show,Money Heist,Sofia Coppola,,15-Jul-20,2021,,100 min,Children & Family Movies,Description of show.,7.7,
s21,TV Show,Narcos,Quentin Tarantino,Colombia,1-Aug-18,2000,PG-13, ,Children & Family Movies,Description of show.,6.6,
s30,Stand-Up,Bridgerton,Quentin Tarantino,United Kingdom,9-Sep-19,2004,PG-13,45 min,Comedies,Description of show.,,996
s30,Stand-Up,The Queen's Gambit,Martin Scorsese,United States,9-Sep-19,2004,PG-13,45 min,Comedies,Description of show.,,996
s5,Movie,Stranger Things,Noah Baumbach,United States,1-Aug-18,2008,tv-ma,90 min,Action & Adventure,Description of show.,,80
s2,Documentary,The Umbrella Academy,David Fincher,Canada,1-Oct-17,2000,pg13, ,Documentaries,Description of show.,,314
s8,Stand-Up,Narcos,,Colombia,1-Aug-18,2006,TV-14,100 min,Dramas,Description of show.,6.8,340
s30,movie,BoJack Horseman,Sofia Coppola,United States,9-Sep-19,2004,PG-13,45 min,Comedies,Description of show.,,996
s50,tv show,Bridgerton,Martin Scorsese,United Kingdom,9-Sep-19,2003,,100 min,Documentaries,Description of show.,5.9,
s25,Documentary,The Umbrella Academy,Christopher Nolan,Canada,,2006,TV-PG,100 min,Comedies,Description of show.,,
s31,Stand-Up,Money Heist,Greta Gerwig,Spain,,2003,PG-13,1 Season,Children & Family Movies,Description of show.,,
s27,Movie,Black Mirror,Martin Scorsese,United Kingdom,15-Jul-20,2018,pg13,45 min,Children & Family Movies,Description of show.,8.1,
s36,tv show,The Crown,,United Kingdom,1-Aug-18,2006,TV-14,45 min,Action & Adventure,Description of show.,8.7,
s27,Movie,Bird Box,Martin Scorsese,United Kingdom,15-Jul-20,2018,pg13,45 min,Children & Family Movies,Description of show.,8.1,
s1,Movie,Roma,Bong Joon-ho,Mexico,9-Sep-19,2012,pg13,45 min,Action & Adventure,Description of show.,,856
s42,movie,The Queen's Gambit,Greta Gerwig,United States,15-Jul-20,2001,TV-PG,90 min,Action & Adventure,Description of show.,,545
s47,Movie,Dark,,Germany,15-Jul-20,2007,pg13, ,Dramas,Description of show.,8.3,
s50,Documentary,The Witcher,,Poland,9-Sep-19,2003,,100 min,Documentaries,Description of show.,5.9,
s20,Stand-Up,Roma,,Mexico,1-Aug-18,2010,TV-14,90 min,Comedies,Description of show.,,155
s22,Movie,The Crown,Greta Gerwig,United Kingdom,9-Sep-19,2018,TV-PG,1 Season,Documentaries,Description of show.,,151
s4,TV Show,Mindhunter,Martin Scorsese,United States,,2002,TV-MA,100 min,Documentaries,Description of show.,8.6,
s47,Stand-Up,The Crown,,United Kingdom,15-Jul-20,2007,pg13, ,Dramas,Description of show.,8.3,
s43,TV Show,The Irishman,Quentin Tarantino,United States,,2022,tv-ma,90 min,Comedies,Description of show.,8.6,
s21,TV Show,The Queen's Gambit,Noah Baumbach,United States,1-Aug-18,2000,PG-13, ,Children & Family Movies,Description of show.,6.6,
s21,TV Show,Bridgerton,Ava DuVernay,United Kingdom,1-Aug-18,2000,PG-13, ,Children & Family Movies,Description of show.,6.6,
s49,Documentary,The Witcher,Noah Baumbach,Poland,,2017,pg13,100 min,Children & Family Movies,Description of show.,,547
s42,movie,Bird Box,,United Kingdom,15-Jul-20,2001,TV-PG,90 min,Action & Adventure,Description of show.,,545
s50,TV Show,You,David Fincher,United States,9-Sep-19,2003,,100 min,Documentaries,Description of show.,5.9,
s44,Documentary,BoJack Horseman,Sofia Coppola,United States,15-Jul-20,2019,PG-13,100 min,Dramas,Description of show.,7.8,
s14,Movie,Ozark,,United States,1-Oct-17,2022,TV-MA, ,Children & Family Movies,Description of show.,6.4,
s21,TV Show,Marriage Story,Noah Baumbach,United States,1-Aug-18,2000,PG-13, ,Children & Family Movies,Description of show.,6.6,
s20,movie,Mindhunter,Noah Baumbach,United States,1-Aug-18,2010,TV-14,90 min,Comedies,Description of show.,,155
s23,movie,The Irishman,Greta Gerwig,United States,15-Jul-20,2021,,100 min,Children & Family Movies,Description of show.,7.7,
s44,Movie,House of Cards,Noah Baumbach,United States,15-Jul-20,2019,PG-13,100 min,Dramas,Description of show.,7.8,
s13,Stand-Up,Dark,Noah Baumbach,Germany,9-Sep-19,2014,TV-14,1 Season,Documentaries,Description of show.,8.6,359
s41,Stand-Up,The Crown,Ava DuVernay,United Kingdom,,2010,pg13,1 Season,Documentaries,Description of show.,6.8,553
s4,Stand-Up,Ozark,Alfonso Cuarón,United States,,2002,TV-MA,100 min,Documentaries,Description of show.,8.6,
s13,movie,Narcos,Greta Gerwig,Colombia,9-Sep-19,2014,TV-14,1 Season,Documentaries,Description of show.,8.6,359
s8,Documentary,The Umbrella Academy,Quentin Tarantino,Canada,1-Aug-18,2006,TV-14,100 min,Dramas,Description of show.,6.8,340
s9,TV Show,BoJack Horseman,Noah Baumbach,United States,15-Jul-20,2010,pg13, ,Documentaries,Description of show.,6,456
s6,Stand-Up,Ozark,Bong Joon-ho,United States,,2009,TV-14,,Documentaries,Description of show.,,317
s5,TV Show,Money Heist,Christopher Nolan,Spain,1-Aug-18,2008,tv-ma,90 min,Action & Adventure,Description of show.,,80
s26,Stand-Up,Money Heist,Quentin Tarantino,Spain,,2002,,45 min,Comedies,Description of show.,6.6,227
s37,Stand-Up,The Irishman,Quentin Tarantino,United States,15-Jul-20,2011,tv-ma, ,Action & Adventure,Description of show.,,
s20,movie,Black Mirror,David Fincher,United Kingdom,1-Aug-18,2010,TV-14,90 min,Comedies,Description of show.,,155
s18,tv show,Stranger Things,Ava DuVernay,United States,15-Jul-20,2005,pg13,90 min,Dramas,Description of show.,,
s39,movie,The Umbrella Academy,Quentin Tarantino,Canada,9-Sep-19,2017,TV-PG,,Children & Family Movies,Description of show.,8.6,573
s26,movie,The Crown,Quentin Tarantino,United Kingdom,,2002,,45 min,Comedies,Description of show.,6.6,227
s46,Movie,The Irishman,Alfonso Cuarón,United States,,2019,TV-14,90 min,Dramas,Description of show.,6.8,
s17,Documentary,Breaking Bad,Greta Gerwig,United States,,2018,TV-MA,100 min,Documentaries,Description of show.,,
s34,Documentary,Stranger Things,,United States,9-Sep-19,2015,TV-MA, ,Comedies,Description of show.,,
s4,Movie,Black Mirror,Noah Baumbach,United Kingdom,,2002,TV-MA,100 min,Documentaries,Description of show.,8.6,
s39,tv show,Ozark,Quentin Tarantino,United States,9-Sep-19,2017,TV-PG,,Children & Family Movies,Description of show.,8.6,573
s5,Stand-Up,The Crown,,United Kingdom,1-Aug-18,2008,tv-ma,90 min,Action & Adventure,Description of show.,,80
s38,movie,Black Mirror,Sofia Coppola,United Kingdom,1-Oct-17,2010,TV-14,90 min,Action & Adventure,Description of show.,,
s24,TV Show,The Queen's Gambit,,United States,15-Jul-20,2019,TV-MA,,Comedies,Description of show.,7.6,780
s18,Documentary,The Irishman,,,15-Jul-20,2005,pg13,90 min,Dramas,Description of show.,,
s28,TV Show,Bird Box,Alfonso Cuarón,United Kingdom,,2002,tv-ma,,Documentaries,Description of show.,9,212
s23,Documentary,House of Cards,Sofia Coppola,United States,15-Jul-20,2021,,100 min,Children & Family Movies,Description of show.,7.7,
s6,Documentary,Breaking Bad,Martin Scorsese,United States,,2009,TV-14,,Documentaries,Description of show.,,317
s43,Movie,Breaking Bad,Bong Joon-ho,United States,,2022,tv-ma,90 min,Comedies,Description of show.,8.6,
s28,Movie,The Irishman,Noah Baumbach,United States,,2002,tv-ma,,Documentaries,Description of show.,9,212
s41,Movie,Breaking Bad,Alfonso Cuarón,United States,,2010,pg13,1 Season,Documentaries,Description of show.,6.8,553
s16,movie,You,Noah Baumbach,,15-Jul-20,2013,tv-ma,45 min,Dramas,Description of show.,5.5,
s37,Movie,Breaking Bad,Alfonso Cuarón,United States,15-Jul-20,2011,tv-ma, ,Action & Adventure,Description of show.,,
s31,Movie,The Umbrella Academy,,Canada,,2003,PG-13,1 Season,Children & Family Movies,Description of show.,,
s2,tv show,Marriage Story,Christopher Nolan,United States,1-Oct-17,2000,pg13, ,Documentaries,Description of show.,,314
s10,Movie,The Crown,Ava DuVernay,United Kingdom,,2015,TV-14, ,Action & Adventure,Description of show.,7.6,
s19,tv show,The Queen's Gambit,Ava DuVernay,United States,15-Jul-20,2008,,90 min,Dramas,Description of show.,5.5,617
s30,Stand-Up,Narcos,Quentin Tarantino,Colombia,9-Sep-19,2004,PG-13,45 min,Comedies,Description of show.,,996
s48,Stand-Up,Bridgerton,Quentin Tarantino,United Kingdom,1-Oct-17,2002,PG-13,,Action & Adventure,Description of show.,,910
s46,movie,Narcos,Quentin Tarantino,Colombia,,2019,TV-14,90 min,Dramas,Description of show.,6.8,
s18,Documentary,Bridgerton,,United Kingdom,15-Jul-20,2005,pg13,90 min,Dramas,Description of show.,,
s46,movie,The Irishman,Noah Baumbach,United States,,2019,TV-14,90 min,Dramas,Description of show.,6.8,
s46,movie,Breaking Bad,Alfonso Cuarón,United States,,2019,TV-14,90 min,Dramas,Description of show.,6.8,
s31,TV Show,House of Cards,,United States,,2003,PG-13,1 Season,Children & Family Movies,Description of show.,,
s8,Stand-Up,Roma,Quentin Tarantino,Mexico,1-Aug-18,2006,TV-14,100 min,Dramas,Description of show.,6.8,340
s42,TV Show,Bridgerton,Martin Scorsese,United Kingdom,15-Jul-20,2001,TV-PG,90 min,Action & Adventure,Description of show.,,545
s22,tv show,The Crown,Alfonso Cuarón,United Kingdom,9-Sep-19,2018,TV-PG,1 Season,Documentaries,Description of show.,,151
s17,movie,The Crown,,United Kingdom,,2018,TV-MA,100 min,Documentaries,Description of show.,,
s12,Movie,The Irishman,Sofia Coppola,United States,1-Aug-18,2017,pg13,90 min,Comedies,Description of show.,6,192
s49,Stand-Up,Roma,Greta Gerwig,Mexico,,2017,pg13,100 min,Children & Family Movies,Description of show.,,547
s34,tv show,Mindhunter,Quentin Tarantino,United States,9-Sep-19,2015,TV-MA, ,Comedies,Description of show.,,
s16,movie,House of Cards,,United States,15-Jul-20,2013,tv-ma,45 min,Dramas,Description of show.,5.5,
s16,Documentary,The Witcher,Christopher Nolan,Poland,15-Jul-20,2013,tv-ma,45 min,Dramas,Description of show.,5.5,
s49,tv show,Black Mirror,Noah Baumbach,United Kingdom,,2017,pg13,100 min,Children & Family Movies,Description of show.,,547
s31,movie,Narcos,Sofia Coppola,Colombia,,2003,PG-13,1 Season,Children & Family Movies,Description of show.,,
s34,TV Show,The Queen's Gambit,,United States,9-Sep-19,2015,TV-MA, ,Comedies,Description of show.,,
s3,movie,You,,United States,15-Jul-20,2010,PG-13,,Children & Family Movies,Description of show.,,
s26,Documentary,Dark,,Germany,,2002,,45 min,Comedies,Description of show.,6.6,227
s27,tv show,Dark,Noah Baumbach,Germany,15-Jul-20,2018,pg13,45 min,Children & Family Movies,Description of show.,8.1,
s27,tv show,Breaking Bad,,United States,15-Jul-20,2018,pg13,45 min,Children & Family Movies,Description of show.,8.1,
s38,TV Show,The Witcher,Greta Gerwig,,1-Oct-17,2010,TV-14,90 min,Action & Adventure,Description of show.,,
s15,Movie,House of Cards,,United States,1-Oct-17,2006,TV-14,45 min,Documentaries,Description of show.,,859
s30,Documentary,The Crown,Noah Baumbach,United Kingdom,9-Sep-19,2004,PG-13,45 min,Comedies,Description of show.,,996
s38,tv show,The Crown,Noah Baumbach,United Kingdom,1-Oct-17,2010,TV-14,90 min,Action & Adventure,Description of show.,,
s29,movie,Roma,Sofia Coppola,Mexico,,2018,,,Dramas,Description of show.,9,820
s25,Documentary,Breaking Bad,Alfonso Cuarón,United States,,2006,TV-PG,100 min,Comedies,Description of show.,,
s20,Stand-Up,Roma,Martin Scorsese,Mexico,1-Aug-18,2010,TV-14,90 min,Comedies,Description of show.,,155
s31,Stand-Up,Bird Box,Sofia Coppola,India,,2003,PG-13,1 Season,Children & Family Movies,Description of show.,,
s33,Movie,House of Cards,David Fincher,United States,1-Oct-17,2001,tv-ma,45 min,Action & Adventure,Description of show.,6.8,741
s32,tv show,Breaking Bad,,United States,9-Sep-19,2014,pg13,,Action & Adventure,Description of show.,5.7,
s45,Stand-Up,Breaking Bad,Christopher Nolan,United States,9-Sep-19,2019,tv-ma,45 min,Action & Adventure,Description of show.,,334
s35,Documentary,Ozark,Martin Scorsese,United States,1-Aug-18,2014,PG-13,90 min,Action & Adventure,Description of show.,5.6,969
s44,tv show,The Queen's Gambit,David Fincher,United States,15-Jul-20,2019,PG-13,100 min,Dramas,Description of show.,7.8,
s4,tv show,The Umbrella Academy,David Fincher,Canada,,2002,TV-MA,100 min,Documentaries,Description of show.,8.6,
s33,Movie,Breaking Bad,Greta Gerwig,United States,1-Oct-17,2001,tv-ma,45 min,Action & Adventure,Description of show.,6.8,741
s18,tv show,Dark,Noah Baumbach,Germany,15-Jul-20,2005,pg13,90 min,Dramas,Description of show.,,
s32,TV Show,Narcos,David Fincher,Colombia,9-Sep-19,2014,pg13,,Action & Adventure,Description of show.,5.7,
s13,Documentary,Dark,,Germany,9-Sep-19,2014,TV-14,1 Season,Documentaries,Description of show.,8.6,359
s11,Documentary,Marriage Story,Quentin Tarantino,,1-Aug-18,2018,TV-14,1 Season,Comedies,Description of show.,8.7,702
s3,tv show,Roma,,Mexico,15-Jul-20,2010,PG-13,,Children & Family Movies,Description of show.,,
s44,Documentary,Bird Box,,United Kingdom,15-Jul-20,2019,PG-13,100 min,Dramas,Description of show.,7.8,
s29,tv show,The Irishman,,United States,,2018,,,Dramas,Description of show.,9,820
s6,movie,Bridgerton,Noah Baumbach,United Kingdom,,2009,TV-14,,Documentaries,Description of show.,,317
s12,movie,Black Mirror,Quentin Tarantino,,1-Aug-18,2017,pg13,90 min,Comedies,Description of show.,6,192
s27,TV Show,The Crown,Alfonso Cuarón,United Kingdom,15-Jul-20,2018,pg13,45 min,Children & Family Movies,Description of show.,8.1,
s50,movie,Bird Box,Christopher Nolan,,9-Sep-19,2003,,100 min,Documentaries,Description of show.,5.9,
s4,tv show,Narcos,Christopher Nolan,Colombia,,2002,TV-MA,100 min,Documentaries,Description of show.,8.6,
s22,movie,Mindhunter,Quentin Tarantino,United States,9-Sep-19,2018,TV-PG,1 Season,Documentaries,Description of show.,,151
s20,Documentary,Bridgerton,,United Kingdom,1-Aug-18,2010,TV-14,90 min,Comedies,Description of show.,,155
s37,movie,The Witcher,Sofia Coppola,Poland,15-Jul-20,2011,tv-ma, ,Action & Adventure,Description of show.,,
s20,Documentary,The Umbrella Academy,Quentin Tarantino,Canada,1-Aug-18,2010,TV-14,90 min,Comedies,Description of show.,,155
s4,Movie,Black Mirror,Bong Joon-ho,United Kingdom,,2002,TV-MA,100 min,Documentaries,Description of show.,8.6,
s2,movie,Money Heist,Alfonso Cuarón,Spain,1-Oct-17,2000,pg13, ,Documentaries,Description of show.,,314
s4,movie,BoJack Horseman,Martin Scorsese,United States,,2002,TV-MA,100 min,Documentaries,Description of show.,8.6,
s12,movie,Black Mirror,Bong Joon-ho,United Kingdom,1-Aug-18,2017,pg13,90 min,Comedies,Description of show.,6,192
s8,Movie,Marriage Story,Quentin Tarantino,United States,1-Aug-18,2006,TV-14,100 min,Dramas,Description of show.,6.8,340
s40,tv show,Marriage Story,Alfonso Cuarón,United States,1-Oct-17,2021,TV-MA,90 min,Documentaries,Description of show.,8.3,67
s42,Stand-Up,The Umbrella Academy,Bong Joon-ho,Canada,15-Jul-20,2001,TV-PG,90 min,Action & Adventure,Description of show.,,545
s9,TV Show,BoJack Horseman,Quentin Tarantino,United States,15-Jul-20,2010,pg13, ,Documentaries,Description of show.,6,456
s49,Documentary,The Irishman,David Fincher,United States,,2017,pg13,100 min,Children & Family Movies,Description of show.,,547
s37,tv show,The Umbrella Academy,,Canada,15-Jul-20,2011,tv-ma, ,Action & Adventure,Description of show.,,
s3,TV Show,Money Heist,Ava DuVernay,Spain,15-Jul-20,2010,PG-13,,Children & Family Movies,Description of show.,,
s4,movie,Stranger Things,Alfonso Cuarón,United States,,2002,TV-MA,100 min,Documentaries,Description of show.,8.6,
s4,tv show,The Irishman,Christopher Nolan,United States,,2002,TV-MA,100 min,Documentaries,Description of show.,8.6,
s50,TV Show,House of Cards,Alfonso Cuarón,United States,9-Sep-19,2003,,100 min,Documentaries,Description of show.,5.9,
s22,Movie,Black Mirror,David Fincher,United Kingdom,9-Sep-19,2018,TV-PG,1 Season,Documentaries,Description of show.,,151
s17,tv show,The Queen's Gambit,Martin Scorsese,United States,,2018,TV-MA,100 min,Documentaries,Description of show.,,
s26,TV Show,Narcos,Martin Scorsese,Colombia,,2002,,45 min,Comedies,Description of show.,6.6,227
s13,Movie,The Queen's Gambit,Noah Baumbach,,9-Sep-19,2014,TV-14,1 Season,Documentaries,Description of show.,8.6,359
s48,Movie,Ozark,Ava DuVernay,United States,1-Oct-17,2002,PG-13,,Action & Adventure,Description of show.,,910
s15,tv show,Marriage Story,Ava DuVernay,United States,1-Oct-17,2006,TV-14,45 min,Documentaries,Description of show.,,859
s1,movie,Dark,Greta Gerwig,Germany,9-Sep-19,2012,pg13,45 min,Action & Adventure,Description of show.,,856
s33,tv show,The Irishman,Sofia Coppola,United States,1-Oct-17,2001,tv-ma,45 min,Action & Adventure,Description of show.,6.8,741
s13,tv show,Stranger Things,Ava DuVernay,United States,9-Sep-19,2014,TV-14,1 Season,Documentaries,Description of show.,8.6,359
s1,Stand-Up,Dark,Bong Joon-ho,Germany,9-Sep-19,2012,pg13,45 min,Action & Adventure,Description of show.,,856
s39,Movie,Breaking Bad,David Fincher,United States,9-Sep-19,2017,TV-PG,,Children & Family Movies,Description of show.,8.6,573
s48,Documentary,Money Heist,Quentin Tarantino,Spain,1-Oct-17,2002,PG-13,,Action & Adventure,Description of show.,,910
s47,Stand-Up,Breaking Bad,Greta Gerwig,United States,15-Jul-20,2007,pg13, ,Dramas,Description of show.,8.3,
s27,movie,Roma,Martin Scorsese,Mexico,15-Jul-20,2018,pg13,45 min,Children & Family Movies,Description of show.,8.1,
s50,Stand-Up,Narcos,Quentin Tarantino,Colombia,9-Sep-19,2003,,100 min,Documentaries,Description of show.,5.9,
s10,Movie,Ozark,Christopher Nolan,United States,,2015,TV-14, ,Action & Adventure,Description of show.,7.6,
s49,TV Show,Stranger Things,David Fincher,United States,,2017,pg13,100 min,Children & Family Movies,Description of show.,,547
s14,Stand-Up,The Irishman,Quentin Tarantino,United States,1-Oct-17,2022,TV-MA, ,Children & Family Movies,Description of show.,6.4,
s26,Movie,Roma,Martin Scorsese,Mexico,,2002,,45 min,Comedies,Description of show.,6.6,227
s37,Movie,Roma,Ava DuVernay,Mexico,15-Jul-20,2011,tv-ma, ,Action & Adventure,Description of show.,,
s24,Stand-Up,Roma,David Fincher,Mexico,15-Jul-20,2019,TV-MA,,Comedies,Description of show.,7.6,780
s34,Movie,Roma,Martin Scorsese,,9-Sep-19,2015,TV-MA, ,Comedies,Description of show.,,
s9,movie,Money Heist,Christopher Nolan,Spain,15-Jul-20,2010,pg13, ,Documentaries,Description of show.,6,456
s44,movie,Narcos,Bong Joon-ho,Colombia,15-Jul-20,2019,PG-13,100 min,Dramas,Description of show.,7.8,
s23,tv show,Money Heist,,Spain,15-Jul-20,2021,,100 min,Children & Family Movies,Description of show.,7.7,
s48,tv show,Bridgerton,David Fincher,United Kingdom,1-Oct-17,2002,PG-13,,Action & Adventure,Description of show.,,910
s10,TV Show,Dark,Greta Gerwig,Germany,,2015,TV-14, ,Action & Adventure,Description of show.,7.6,
s30,Stand-Up,The Irishman,Noah Baumbach,United States,9-Sep-19,2004,PG-13,45 min,Comedies,Description of show.,,996
s44,movie,House of Cards,David Fincher,United States,15-Jul-20,2019,PG-13,100 min,Dramas,Description of show.,7.8,
s1,Stand-Up,Bridgerton,Christopher Nolan,United Kingdom,9-Sep-19,2012,pg13,45 min,Action & Adventure,Description of show.,,856
s23,tv show,Black Mirror,Christopher Nolan,United Kingdom,15-Jul-20,2021,,100 min,Children & Family Movies,Description of show.,7.7,
s34,Stand-Up,You,David Fincher,United States,9-Sep-19,2015,TV-MA, ,Comedies,Description of show.,,
s3,TV Show,BoJack Horseman,Alfonso Cuarón,,15-Jul-20,2010,PG-13,,Children & Family Movies,Description of show.,,
s39,TV Show,Narcos,Noah Baumbach,Colombia,9-Sep-19,2017,TV-PG,,Children & Family Movies,Description of show.,8.6,573
s47,Movie,Narcos,Greta Gerwig,Colombia,15-Jul-20,2007,pg13, ,Dramas,Description of show.,8.3,
s16,Stand-Up,House of Cards,Noah Baumbach,United States,15-Jul-20,2013,tv-ma,45 min,Dramas,Description of show.,5.5,
s12,Movie,You,David Fincher,United States,1-Aug-18,2017,pg13,90 min,Comedies,Description of show.,6,192
s30,Stand-Up,BoJack Horseman,Ava DuVernay,United States,9-Sep-19,2004,PG-13,45 min,Comedies,Description of show.,,996
s38,Stand-Up,Bird Box,Alfonso Cuarón,United Kingdom,1-Oct-17,2010,TV-14,90 min,Action & Adventure,Description of show.,,
s3,tv show,Mindhunter,Martin Scorsese,United States,15-Jul-20,2010,PG-13,,Children & Family Movies,Description of show.,,
s29,Stand-Up,Bridgerton,Ava DuVernay,United Kingdom,,2018,,,Dramas,Description of show.,9,820
s18,movie,Mindhunter,Alfonso Cuarón,United States,15-Jul-20,2005,pg13,90 min,Dramas,Description of show.,,
s34,Documentary,Ozark,,United States,9-Sep-19,2015,TV-MA, ,Comedies,Description of show.,,
s20,TV Show,The Umbrella Academy,Greta Gerwig,Canada,1-Aug-18,2010,TV-14,90 min,Comedies,Description of show.,,155
s42,Documentary,The Crown,,United Kingdom,15-Jul-20,2001,TV-PG,90 min,Action & Adventure,Description of show.,,545
s36,Stand-Up,Ozark,,United States,1-Aug-18,2006,TV-14,45 min,Action & Adventure,Description of show.,8.7,
s3,tv show,Stranger Things,,United States,15-Jul-20,2010,PG-13,,Children & Family Movies,Description of show.,,
s39,Documentary,BoJack Horseman,Quentin Tarantino,United States,9-Sep-19,2017,TV-PG,,Children & Family Movies,Description of show.,8.6,573
s25,Stand-Up,Ozark,,United States,,2006,TV-PG,100 min,Comedies,Description of show.,,
s24,TV Show,Bird Box,Noah Baumbach,India,15-Jul-20,2019,TV-MA,,Comedies,Description of show.,7.6,780
s11,movie,The Crown,,United Kingdom,1-Aug-18,2018,TV-14,1 Season,Comedies,Description of show.,8.7,702
s37,tv show,The Irishman,Alfonso Cuarón,United States,15-Jul-20,2011,tv-ma, ,Action & Adventure,Description of show.,,
s35,Documentary,House of Cards,Quentin Tarantino,United States,1-Aug-18,2014,PG-13,90 min,Action & Adventure,Description of show.,5.6,969
s10,TV Show,Roma,Martin Scorsese,Mexico,,2015,TV-14, ,Action & Adventure,Description of show.,7.6,
s18,Movie,BoJack Horseman,Greta Gerwig,United States,15-Jul-20,2005,pg13,90 min,Dramas,Description of show.,,
s9,tv show,The Crown,Christopher Nolan,United Kingdom,15-Jul-20,2010,pg13, ,Documentaries,Description of show.,6,456
s42,TV Show,Black Mirror,,,15-Jul-20,2001,TV-PG,90 min,Action & Adventure,Description of show.,,545
s47,Movie,The Witcher,Martin Scorsese,Poland,15-Jul-20,2007,pg13, ,Dramas,Description of show.,8.3,
s13,Documentary,Dark,Bong Joon-ho,Germany,9-Sep-19,2014,TV-14,1 Season,Documentaries,Description of show.,8.6,359
s33,tv show,The Queen's Gambit,,United States,1-Oct-17,2001,tv-ma,45 min,Action & Adventure,Description of show.,6.8,741
s14,tv show,The Crown,Greta Gerwig,United Kingdom,1-Oct-17,2022,TV-MA, ,Children & Family Movies,Description of show.,6.4,
s8,movie,The Queen's Gambit,,United States,1-Aug-18,2006,TV-14,100 min,Dramas,Description of show.,6.8,340
s24,tv show,Bird Box,Sofia Coppola,India,15-Jul-20,2019,TV-MA,,Comedies,Description of show.,7.6,780
s44,Movie,BoJack Horseman,Christopher Nolan,United States,15-Jul-20,2019,PG-13,100 min,Dramas,Description of show.,7.8,
s34,tv show,Stranger Things,Bong Joon-ho,United States,9-Sep-19,2015,TV-MA, ,Comedies,Description of show.,,
s30,Movie,BoJack Horseman,,United States,9-Sep-19,2004,PG-13,45 min,Comedies,Description of show.,,996
s18,Movie,House of Cards,Quentin Tarantino,United States,15-Jul-20,2005,pg13,90 min,Dramas,Description of show.,,
s49,Documentary,Breaking Bad,,United States,,2017,pg13,100 min,Children & Family Movies,Description of show.,,547
s11,Stand-Up,Marriage Story,Quentin Tarantino,United States,1-Aug-18,2018,TV-14,1 Season,Comedies,Description of show.,8.7,702
s32,Movie,Mindhunter,David Fincher,United States,9-Sep-19,2014,pg13,,Action & Adventure,Description of show.,5.7,
s9,Stand-Up,The Witcher,David Fincher,Poland,15-Jul-20,2010,pg13, ,Documentaries,Description of show.,6,456
s9,TV Show,The Umbrella Academy,,Canada,15-Jul-20,2010,pg13, ,Documentaries,Description of show.,6,456
s28,movie,Marriage Story,,United States,,2002,tv-ma,,Documentaries,Description of show.,9,212
s33,Movie,Dark,,,1-Oct-17,2001,tv-ma,45 min,Action & Adventure,Description of show.,6.8,741
s33,Movie,You,Alfonso Cuarón,United States,1-Oct-17,2001,tv-ma,45 min,Action & Adventure,Description of show.,6.8,741
s27,Stand-Up,Black Mirror,Bong Joon-ho,United Kingdom,15-Jul-20,2018,pg13,45 min,Children & Family Movies,Description of show.,8.1,
s35,movie,The Irishman,Christopher Nolan,United States,1-Aug-18,2014,PG-13,90 min,Action & Adventure,Description of show.,5.6,969
s25,Stand-Up,Ozark,,United States,,2006,TV-PG,100 min,Comedies,Description of show.,,
s18,Movie,Marriage Story,Quentin Tarantino,United States,15-Jul-20,2005,pg13,90 min,Dramas,Description of show.,,
s5,Documentary,Dark,Alfonso Cuarón,Germany,1-Aug-18,2008,tv-ma,90 min,Action & Adventure,Description of show.,,80
s23,Documentary,Bird Box,Bong Joon-ho,United Kingdom,15-Jul-20,2021,,100 min,Children & Family Movies,Description of show.,7.7,
s48,movie,Dark,Greta Gerwig,Germany,1-Oct-17,2002,PG-13,,Action & Adventure,Description of show.,,910
s6,Documentary,Roma,Quentin Tarantino,Mexico,,2009,TV-14,,Documentaries,Description of show.,,317
s40,movie,Roma,,Mexico,1-Oct-17,2021,TV-MA,90 min,Documentaries,Description of show.,8.3,67
s49,tv show,Mindhunter,Christopher Nolan,United States,,2017,pg13,100 min,Children & Family Movies,Description of show.,,547
s48,Movie,Marriage Story,,United States,1-Oct-17,2002,PG-13,,Action & Adventure,Description of show.,,910
s1,Stand-Up,Bridgerton,Martin Scorsese,United Kingdom,9-Sep-19,2012,pg13,45 min,Action & Adventure,Description of show.,,856
s20,Documentary,Dark,Christopher Nolan,Germany,1-Aug-18,2010,TV-14,90 min,Comedies,Description of show.,,155
s36,Stand-Up,Money Heist,,Spain,1-Aug-18,2006,TV-14,45 min,Action & Adventure,Description of show.,8.7,
s46,Movie,The Queen's Gambit,,United States,,2019,TV-14,90 min,Dramas,Description of show.,6.8,
s29,tv show,The Irishman,Bong Joon-ho,United States,,2018,,,Dramas,Description of show.,9,820
s7,Documentary,The Queen's Gambit,David Fincher,,1-Oct-17,2002,PG-13,45 min,Comedies,Description of show.,5.2,606
s22,movie,Narcos,Bong Joon-ho,Colombia,9-Sep-19,2018,TV-PG,1 Season,Documentaries,Description of show.,,151
s28,Movie,Mindhunter,,United States,,2002,tv-ma,,Documentaries,Description of show.,9,212
s36,Movie,Ozark,Sofia Coppola,United States,1-Aug-18,2006,TV-14,45 min,Action & Adventure,Description of show.,8.7,
s43,TV Show,Black Mirror,,United Kingdom,,2022,tv-ma,90 min,Comedies,Description of show.,8.6,
